File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF001MBS	bigWig	signal	ENCSR000DIW	ChIP-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol				H3K4me3-mouse	ENCAB000ANV, ENCAB000ANU	DNA		see document	see document		2012-04-30	ENCODE		see document		0 day	2	1						5903924231	Ross Hardison, PennState	6bda07c1912ee0845fc2fb89d2a73fc0	https://www.encodeproject.org/files/ENCFF001MBS/@@download/ENCFF001MBS.bigWig	mm9	
ENCFF001MBT	bigWig	signal	ENCSR000DIW	ChIP-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol				H3K4me3-mouse	ENCAB000ANV, ENCAB000ANU	DNA		see document	see document		2012-04-30	ENCODE												5947486512	Ross Hardison, PennState	6b42bda7854a6f73b1a3a4a61c21d0f3	https://www.encodeproject.org/files/ENCFF001MBT/@@download/ENCFF001MBT.bigWig	mm9	
ENCFF001KQU	bigBed broadPeak	peaks	ENCSR000CET	ChIP-seq	EFO:0003971	MEL cell line	immortalized cell line	unknown	unknown	Mus musculus					H3K79me2-mouse	ENCAB000AQP	DNA		see document	see document		2012-03-28	ENCODE											ENCFF001XYN	886033	Bing Ren, UCSD	f2f93d73448d136557ab9dd6f5f7fda6	https://www.encodeproject.org/files/ENCFF001KQU/@@download/ENCFF001KQU.bigBed	mm9	
ENCFF001KQX	bigWig	signal	ENCSR000CET	ChIP-seq	EFO:0003971	MEL cell line	immortalized cell line	unknown	unknown	Mus musculus					H3K79me2-mouse	ENCAB000AQP	DNA		see document	see document		2012-03-28	ENCODE												63763320	Bing Ren, UCSD	52efb16df67e82f56039ab4471fa7065	https://www.encodeproject.org/files/ENCFF001KQX/@@download/ENCFF001KQX.bigWig	mm9	
ENCFF000NLQ	bigBed broadPeak	peaks	ENCSR000BIY	ChIP-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	estradiol				ESR1-human	ENCAB000AGD	DNA		see document	see document		2011-07-18	ENCODE		see document		39 year	1	1					ENCFF001TUR	381577	Richard Myers, HAIB	292be96bf4e4cce944f9c8262a3f4485	https://www.encodeproject.org/files/ENCFF000NLQ/@@download/ENCFF000NLQ.bigBed	hg19	
ENCFF000NLR	bigBed broadPeak	peaks	ENCSR000BIY	ChIP-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	estradiol				ESR1-human	ENCAB000AGD	DNA		see document	see document		2011-07-18	ENCODE		see document		39 year	2	1					ENCFF001TUS	331274	Richard Myers, HAIB	bffde865038e789c60cf8a53abbc4ac4	https://www.encodeproject.org/files/ENCFF000NLR/@@download/ENCFF000NLR.bigBed	hg19	
ENCFF000NLV	bigWig	raw signal	ENCSR000BIY	ChIP-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	estradiol				ESR1-human	ENCAB000AGD	DNA		see document	see document		2011-07-18	ENCODE		see document		39 year	1	1						11369553	Richard Myers, HAIB	ba9217032ed84146770f0e5adf8effe4	https://www.encodeproject.org/files/ENCFF000NLV/@@download/ENCFF000NLV.bigWig	hg19	
ENCFF000NLW	bigWig	raw signal	ENCSR000BIY	ChIP-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	estradiol				ESR1-human	ENCAB000AGD	DNA		see document	see document		2011-07-18	ENCODE		see document		39 year	2	1						9037808	Richard Myers, HAIB	e779f4e8cee946bcb313be8dbccdb9e4	https://www.encodeproject.org/files/ENCFF000NLW/@@download/ENCFF000NLW.bigWig	hg19	
ENCFF490IAP	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000BIY	ChIP-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	estradiol				ESR1-human	ENCAB000AGD	DNA		see document	see document		2011-07-18	ENCODE											ENCFF002CGJ	923948	ENCODE Consortium	4212acfb8363743e250620985b3a198b	https://www.encodeproject.org/files/ENCFF490IAP/@@download/ENCFF490IAP.bigBed	hg19	
ENCFF001KCY	bigBed broadPeak	peaks	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE											ENCFF001XWO	859683	Bing Ren, UCSD	a0e8090cd6900069c1b17df9c95284be	https://www.encodeproject.org/files/ENCFF001KCY/@@download/ENCFF001KCY.bigBed	mm9	
ENCFF001KDA	bigWig	signal	ENCSR000CGS	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K9ac-mouse	ENCAB000ANM	DNA		see document	see document		2012-09-05	ENCODE												44452177	Bing Ren, UCSD	5193a0266aa10b998e27364472a61fc7	https://www.encodeproject.org/files/ENCFF001KDA/@@download/ENCFF001KDA.bigWig	mm9	
ENCFF000NLM	bigWig	raw signal	ENCSR000BIZ	ChIP-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	dimethyl sulfoxide				ESR1-human	ENCAB000AGD	DNA		see document	see document		2011-07-18	ENCODE		see document		39 year	1	1						1813133	Richard Myers, HAIB	e5a2236f23e359e3a23b26a661536052	https://www.encodeproject.org/files/ENCFF000NLM/@@download/ENCFF000NLM.bigWig	hg19	
ENCFF000NLN	bigWig	raw signal	ENCSR000BIZ	ChIP-seq	EFO:0005718	Ishikawa	immortalized cell line	adult	female	Homo sapiens	dimethyl sulfoxide				ESR1-human	ENCAB000AGD	DNA		see document	see document		2011-07-18	ENCODE		see document		39 year	2	1						1144085	Richard Myers, HAIB	82113de3fc0e53e0d856fffbd318c0a5	https://www.encodeproject.org/files/ENCFF000NLN/@@download/ENCFF000NLN.bigWig	hg19	
ENCFF001QIA	bigBed broadPeak	hotspots	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			2	1					ENCFF001YVS	6274403	John Stamatoyannopoulos, UW	800510e70e28eabb97eb052de9edc20f	https://www.encodeproject.org/files/ENCFF001QIA/@@download/ENCFF001QIA.bigBed	mm9	
ENCFF001QID	bigBed narrowPeak	peaks	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			2	1					ENCFF001YVV	2696423	John Stamatoyannopoulos, UW	6f1e915dcef61808ad1d51b3aae60459	https://www.encodeproject.org/files/ENCFF001QID/@@download/ENCFF001QID.bigBed	mm9	
ENCFF001QIM	bigWig	signal	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			2	1						178661148	John Stamatoyannopoulos, UW	1acfe542eebc16d3da9bc9b5916d5ede	https://www.encodeproject.org/files/ENCFF001QIM/@@download/ENCFF001QIM.bigWig	mm9	
ENCFF001PBK	bigBed broadPeak	hotspots	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	1					ENCFF001YMG	7363757	John Stamatoyannopoulos, UW	ad1d725b45aa9b38b5eca5658b25996a	https://www.encodeproject.org/files/ENCFF001PBK/@@download/ENCFF001PBK.bigBed	mm9	
ENCFF001PBL	bigBed narrowPeak	peaks	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	1					ENCFF001YMH	5093668	John Stamatoyannopoulos, UW	30c55dee754852d6949efeff822d126d	https://www.encodeproject.org/files/ENCFF001PBL/@@download/ENCFF001PBL.bigBed	mm9	
ENCFF001PCA	bigWig	raw signal	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	1						326780066	John Stamatoyannopoulos, UW	068f92ac5c7e91931d93a2b35ed69f2d	https://www.encodeproject.org/files/ENCFF001PCA/@@download/ENCFF001PCA.bigWig	mm9	
ENCFF001PCB	bigWig	signal	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	1						616261229	John Stamatoyannopoulos, UW	50144fcef19eeb1c66524570b264a44f	https://www.encodeproject.org/files/ENCFF001PCB/@@download/ENCFF001PCB.bigWig	mm9	
ENCFF001QHZ	bigBed broadPeak	hotspots	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	1					ENCFF001YVR	4912214	John Stamatoyannopoulos, UW	5849a757d9c82446654ddb1488fd53a0	https://www.encodeproject.org/files/ENCFF001QHZ/@@download/ENCFF001QHZ.bigBed	mm9	
ENCFF001QIC	bigBed narrowPeak	peaks	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	1					ENCFF001YVU	2765971	John Stamatoyannopoulos, UW	b738f1abf083fe67db65c82b797d226b	https://www.encodeproject.org/files/ENCFF001QIC/@@download/ENCFF001QIC.bigBed	mm9	
ENCFF001QIL	bigWig	signal	ENCSR000COH	DNase-seq	EFO:0005914	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus							DNA		see document	see document		2011-07-01	ENCODE		see document			1	1						140062759	John Stamatoyannopoulos, UW	24c18269a31e03db6ec74d7aea6eea36	https://www.encodeproject.org/files/ENCFF001QIL/@@download/ENCFF001QIL.bigWig	mm9	
ENCFF000SWF	bigWig	base overlap signal	ENCSR000EKR	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens	sodium butyrate						DNA		see document	see document		2012-03-28	ENCODE												1556177462	Gregory Crawford, Duke	f4dd897ca7850c59915acf5f013c6891	https://www.encodeproject.org/files/ENCFF000SWF/@@download/ENCFF000SWF.bigWig	hg19	
ENCFF000SWH	bigBed narrowPeak	peaks	ENCSR000EKR	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens	sodium butyrate						DNA		see document	see document		2012-03-28	ENCODE											ENCFF001UWO	3858713	Gregory Crawford, Duke	a41ad92ec4d10eacfed03848dceaaa22	https://www.encodeproject.org/files/ENCFF000SWH/@@download/ENCFF000SWH.bigBed	hg19	
ENCFF000SWJ	bigWig	signal	ENCSR000EKR	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens	sodium butyrate						DNA		see document	see document		2012-03-28	ENCODE												3214919792	Gregory Crawford, Duke	c2303865a6a211c429c6608483a5a83a	https://www.encodeproject.org/files/ENCFF000SWJ/@@download/ENCFF000SWJ.bigWig	hg19	
ENCFF001MRG	bigBed broadPeak	peaks	ENCSR000DIR	ChIP-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol				CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE											ENCFF001YFP	1027733	Ross Hardison, PennState	43e9beafcf19bbc8998afbf914f73588	https://www.encodeproject.org/files/ENCFF001MRG/@@download/ENCFF001MRG.bigBed	mm9	
ENCFF001MRJ	bigBed broadPeak	peaks	ENCSR000DIR	ChIP-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol				CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE		see document		0 day	1	1					ENCFF001YFQ	696699	Ross Hardison, PennState	50c018b4c1394f44a3a16b12b0f5ebf3	https://www.encodeproject.org/files/ENCFF001MRJ/@@download/ENCFF001MRJ.bigBed	mm9	
ENCFF001MRK	bigBed broadPeak	peaks	ENCSR000DIR	ChIP-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol				CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE		see document		0 day	2	1					ENCFF001YFR	1024374	Ross Hardison, PennState	6330780e9323b10947190609c879bf5b	https://www.encodeproject.org/files/ENCFF001MRK/@@download/ENCFF001MRK.bigBed	mm9	
ENCFF001MRL	bigWig	signal	ENCSR000DIR	ChIP-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol				CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE		see document		0 day	1	1						2182561507	Ross Hardison, PennState	5dfe95b0176ad68802482fb4973e2294	https://www.encodeproject.org/files/ENCFF001MRL/@@download/ENCFF001MRL.bigWig	mm9	
ENCFF001MRM	bigWig	signal	ENCSR000DIR	ChIP-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol				CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE		see document		0 day	2	1						1971273654	Ross Hardison, PennState	54326e55de39c443436dc469f2db85fb	https://www.encodeproject.org/files/ENCFF001MRM/@@download/ENCFF001MRM.bigWig	mm9	
ENCFF001MRO	bigWig	signal	ENCSR000DIR	ChIP-seq	EFO:0002055	G1E-ER4	immortalized cell line	postnatal	male	Mus musculus	17β-estradiol				CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE												3361135014	Ross Hardison, PennState	d288601f84500ad7faf78c87828f92c8	https://www.encodeproject.org/files/ENCFF001MRO/@@download/ENCFF001MRO.bigWig	mm9	
ENCFF000YCA	bigBed narrowPeak	peaks	ENCSR000EFG	ChIP-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens					RCOR1-human	ENCAB000AFK	DNA		see document	see document		2012-08-20	ENCODE											ENCFF001VLO	527862	Michael Snyder, Stanford	fef2c2fad768e3222f01e91f112b5881	https://www.encodeproject.org/files/ENCFF000YCA/@@download/ENCFF000YCA.bigBed	hg19	
ENCFF000YCF	bigWig	signal	ENCSR000EFG	ChIP-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens					RCOR1-human	ENCAB000AFK	DNA		see document	see document		2012-08-20	ENCODE												528526046	Michael Snyder, Stanford	ff1e59fe853801c67233708c4a65d6b9	https://www.encodeproject.org/files/ENCFF000YCF/@@download/ENCFF000YCF.bigWig	hg19	
ENCFF001KDJ	bigBed broadPeak	peaks	ENCSR000CDE	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K27ac-mouse	ENCAB000ADS	DNA		see document	see document		2012-03-28	ENCODE											ENCFF001XWR	593235	Bing Ren, UCSD	b1e5d4b778146ebcd12bee0788f510a7	https://www.encodeproject.org/files/ENCFF001KDJ/@@download/ENCFF001KDJ.bigBed	mm9	
ENCFF001KDN	bigWig	signal	ENCSR000CDE	ChIP-seq	EFO:0005483	ES-Bruce4	stem cell	embryonic	male	Mus musculus					H3K27ac-mouse	ENCAB000ADS	DNA		see document	see document		2012-03-28	ENCODE												51066122	Bing Ren, UCSD	62fff3b89a1b22f8a31206ba9ca97f22	https://www.encodeproject.org/files/ENCFF001KDN/@@download/ENCFF001KDN.bigWig	mm9	
ENCFF000OEE	bigBed broadPeak	peaks	ENCSR000BJE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SIX5-human	ENCAB000AKV	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1					ENCFF001TYW	171687	Richard Myers, HAIB	456fd498a4b20e093d89b62441e2947d	https://www.encodeproject.org/files/ENCFF000OEE/@@download/ENCFF000OEE.bigBed	hg19	
ENCFF000OEG	bigBed broadPeak	peaks	ENCSR000BJE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SIX5-human	ENCAB000AKV	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1					ENCFF001TYX	281118	Richard Myers, HAIB	bd3c29a2485e1ec120eeb68e320e53b7	https://www.encodeproject.org/files/ENCFF000OEG/@@download/ENCFF000OEG.bigBed	hg19	
ENCFF000OEI	bigWig	raw signal	ENCSR000BJE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SIX5-human	ENCAB000AKV	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1						22559761	Richard Myers, HAIB	a28ec90d8829c39f3b9103b44922db7f	https://www.encodeproject.org/files/ENCFF000OEI/@@download/ENCFF000OEI.bigWig	hg19	
ENCFF000OEK	bigWig	raw signal	ENCSR000BJE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SIX5-human	ENCAB000AKV	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1						22696639	Richard Myers, HAIB	17b526ddaf54334e80c0871d59ae8936	https://www.encodeproject.org/files/ENCFF000OEK/@@download/ENCFF000OEK.bigWig	hg19	
ENCFF254RCY	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000BJE	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SIX5-human	ENCAB000AKV	DNA		see document	see document		2011-07-18	ENCODE											ENCFF002CHU	280402	ENCODE Consortium	8c55a7078cf699ec072484fbbb9c1cdf	https://www.encodeproject.org/files/ENCFF254RCY/@@download/ENCFF254RCY.bigBed	hg19	
ENCFF000ZRU	bigBed narrowPeak	peaks	ENCSR000EHV	ChIP-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens					EP300-human	ENCAB000AJO	DNA		see document	see document		2012-08-20	ENCODE											ENCFF001VRB	959136	Michael Snyder, Stanford	30a295ac5a133a7a09850e8ca59e78c6	https://www.encodeproject.org/files/ENCFF000ZRU/@@download/ENCFF000ZRU.bigBed	hg19	
ENCFF000ZRZ	bigWig	signal	ENCSR000EHV	ChIP-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens					EP300-human	ENCAB000AJO	DNA		see document	see document		2012-08-20	ENCODE												650153424	Michael Snyder, Stanford	3582f3e8be0e9c50ae24b17eccce5011	https://www.encodeproject.org/files/ENCFF000ZRZ/@@download/ENCFF000ZRZ.bigWig	hg19	
ENCFF001MNO	bigBed broadPeak	peaks	ENCSR000DIS	ChIP-seq	EFO:0002034	G1E	immortalized cell line	postnatal	male	Mus musculus					CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE											ENCFF001YEU	535600	Ross Hardison, PennState	d8a6c2ae4fd99992124fd20a4546f342	https://www.encodeproject.org/files/ENCFF001MNO/@@download/ENCFF001MNO.bigBed	mm9	
ENCFF001MNQ	bigBed broadPeak	peaks	ENCSR000DIS	ChIP-seq	EFO:0002034	G1E	immortalized cell line	postnatal	male	Mus musculus					CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE		see document		0 day	1	1					ENCFF001YEV	489627	Ross Hardison, PennState	004294bc1b11c9258fca8bf47f9c73f3	https://www.encodeproject.org/files/ENCFF001MNQ/@@download/ENCFF001MNQ.bigBed	mm9	
ENCFF001MNR	bigBed broadPeak	peaks	ENCSR000DIS	ChIP-seq	EFO:0002034	G1E	immortalized cell line	postnatal	male	Mus musculus					CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE		see document		0 day	2	1					ENCFF001YEX	451668	Ross Hardison, PennState	8025296ca9a9647c37e0f2a64567b4c5	https://www.encodeproject.org/files/ENCFF001MNR/@@download/ENCFF001MNR.bigBed	mm9	
ENCFF001MNS	bigWig	signal	ENCSR000DIS	ChIP-seq	EFO:0002034	G1E	immortalized cell line	postnatal	male	Mus musculus					CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE		see document		0 day	1	1						2612594502	Ross Hardison, PennState	2558eafa7ae5c20e7d36677504e0dbe3	https://www.encodeproject.org/files/ENCFF001MNS/@@download/ENCFF001MNS.bigWig	mm9	
ENCFF001MNT	bigWig	signal	ENCSR000DIS	ChIP-seq	EFO:0002034	G1E	immortalized cell line	postnatal	male	Mus musculus					CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE		see document		0 day	2	1						3122548713	Ross Hardison, PennState	e9dfbea84a2b9062f231e5d6cdef5efe	https://www.encodeproject.org/files/ENCFF001MNT/@@download/ENCFF001MNT.bigWig	mm9	
ENCFF001MNU	bigWig	signal	ENCSR000DIS	ChIP-seq	EFO:0002034	G1E	immortalized cell line	postnatal	male	Mus musculus					CTCF-mouse	ENCAB000AXT	DNA		see document	see document		2012-02-13	ENCODE												4052610359	Ross Hardison, PennState	e1b5adab26205c4e06fbbbf782798dbb	https://www.encodeproject.org/files/ENCFF001MNU/@@download/ENCFF001MNU.bigWig	mm9	
ENCFF001HBL	bigBed broadPeak	hotspots	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			1	1					ENCFF001XNF	4343469	John Stamatoyannopoulos, UW	2d388f8ce2d84bf51870ea586112d28a	https://www.encodeproject.org/files/ENCFF001HBL/@@download/ENCFF001HBL.bigBed	hg19	
ENCFF001HBM	bigBed broadPeak	hotspots	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			2	1					ENCFF001XNG	5254979	John Stamatoyannopoulos, UW	fbcef35b50aefcacb8e75793e7d2c9f1	https://www.encodeproject.org/files/ENCFF001HBM/@@download/ENCFF001HBM.bigBed	hg19	
ENCFF001HBN	bigBed broadPeak	hotspots	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			3	1					ENCFF001XNH	3493063	John Stamatoyannopoulos, UW	23a7c5f56169daa961ff8c67cded50dc	https://www.encodeproject.org/files/ENCFF001HBN/@@download/ENCFF001HBN.bigBed	hg19	
ENCFF001HBO	bigBed narrowPeak	peaks	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			1	1					ENCFF001XNI	1345083	John Stamatoyannopoulos, UW	9b2316e7115cb6a6b2d18d9df714cb07	https://www.encodeproject.org/files/ENCFF001HBO/@@download/ENCFF001HBO.bigBed	hg19	
ENCFF001HBP	bigBed narrowPeak	peaks	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			2	1					ENCFF001XNJ	1013162	John Stamatoyannopoulos, UW	380c18544b0e17dea1ddcd9ee330be45	https://www.encodeproject.org/files/ENCFF001HBP/@@download/ENCFF001HBP.bigBed	hg19	
ENCFF001HBR	bigBed narrowPeak	peaks	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			3	1					ENCFF001XNK	1046623	John Stamatoyannopoulos, UW	23ac97023ec3057b81558cbf40288786	https://www.encodeproject.org/files/ENCFF001HBR/@@download/ENCFF001HBR.bigBed	hg19	
ENCFF001HBU	bigWig	raw signal	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			1	1						100850377	John Stamatoyannopoulos, UW	dd49fefe1a6289861d0bef9220cdc474	https://www.encodeproject.org/files/ENCFF001HBU/@@download/ENCFF001HBU.bigWig	hg19	
ENCFF001HBW	bigWig	raw signal	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			2	1						104267610	John Stamatoyannopoulos, UW	12aef3b397fb50aa673bb40d63bca94b	https://www.encodeproject.org/files/ENCFF001HBW/@@download/ENCFF001HBW.bigWig	hg19	
ENCFF001HBX	bigWig	raw signal	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE		see document			3	1						116702858	John Stamatoyannopoulos, UW	adf025deb1209b98e866d69a9791067c	https://www.encodeproject.org/files/ENCFF001HBX/@@download/ENCFF001HBX.bigWig	hg19	
ENCFF197AXI	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000DRB	ChIP-seq	EFO:0005337	GM12864	immortalized cell line	unknown	male	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		2011-03-17	ENCODE											ENCFF002DCG	1970282	ENCODE Consortium	a29af981e6d228190a2ff2c1ecad9760	https://www.encodeproject.org/files/ENCFF197AXI/@@download/ENCFF197AXI.bigBed	hg19	
ENCFF000QIO	bigBed broadPeak	peaks	ENCSR000BNN	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					THAP1-human	ENCAB000ALY	DNA		see document	see document		2011-07-18	ENCODE		see document		53 year	1	1					ENCFF001ULS	152234	Richard Myers, HAIB	9ef58e0870c2400b33c042c3db3691e6	https://www.encodeproject.org/files/ENCFF000QIO/@@download/ENCFF000QIO.bigBed	hg19	
ENCFF000QIP	bigBed broadPeak	peaks	ENCSR000BNN	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					THAP1-human	ENCAB000ALY	DNA		see document	see document		2011-07-18	ENCODE		see document		53 year	2	1					ENCFF001ULU	171113	Richard Myers, HAIB	c8ce200fbdfdd25f005dead28a7be7c6	https://www.encodeproject.org/files/ENCFF000QIP/@@download/ENCFF000QIP.bigBed	hg19	
ENCFF000QIR	bigWig	raw signal	ENCSR000BNN	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					THAP1-human	ENCAB000ALY	DNA		see document	see document		2011-07-18	ENCODE		see document		53 year	1	1						5740273	Richard Myers, HAIB	4c7e9588bc4363d402513ba269997929	https://www.encodeproject.org/files/ENCFF000QIR/@@download/ENCFF000QIR.bigWig	hg19	
ENCFF000QIT	bigWig	raw signal	ENCSR000BNN	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					THAP1-human	ENCAB000ALY	DNA		see document	see document		2011-07-18	ENCODE		see document		53 year	2	1						11615742	Richard Myers, HAIB	ea73ba57e49e883b02a2d3a628feaeb9	https://www.encodeproject.org/files/ENCFF000QIT/@@download/ENCFF000QIT.bigWig	hg19	
ENCFF147CFM	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000BNN	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					THAP1-human	ENCAB000ALY	DNA		see document	see document		2011-07-18	ENCODE											ENCFF002CMU	205121	ENCODE Consortium	e1a701a68bbb99855c37aa6c98a88614	https://www.encodeproject.org/files/ENCFF147CFM/@@download/ENCFF147CFM.bigBed	hg19	
