File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF002DJT	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF002DKT	95545707	Brenton Graveley, UConn	4453671f7b981a926094427810186a87	https://www.encodeproject.org/files/ENCFF002DJT/@@download/ENCFF002DJT.bigWig	hg19	HiSeq 2000
ENCFF901YWU	bigWig	minus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF781OET	96656816	ENCODE Processing Pipeline	3cfcd7996045357966245d4c3f848ccf	https://www.encodeproject.org/files/ENCFF901YWU/@@download/ENCFF901YWU.bigWig	hg19	
ENCFF708XIQ	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF781OET	100174242	ENCODE Processing Pipeline	319fadc9216d70c23b9618e0ffdcf5ef	https://www.encodeproject.org/files/ENCFF708XIQ/@@download/ENCFF708XIQ.bigWig	hg19	
ENCFF867RMS	bigWig	plus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF781OET	106348802	ENCODE Processing Pipeline	8885a012745243b414a0738e968fc134	https://www.encodeproject.org/files/ENCFF867RMS/@@download/ENCFF867RMS.bigWig	hg19	
ENCFF782EMI	bigWig	minus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF781OET	103353826	ENCODE Processing Pipeline	c47467c640d6b754725b9c12b1e00ce3	https://www.encodeproject.org/files/ENCFF782EMI/@@download/ENCFF782EMI.bigWig	hg19	
ENCFF064KQE	bigWig	minus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF570RAM	103866985	ENCODE Processing Pipeline	d77f6ade5b6e29097e9ad6d67457e03f	https://www.encodeproject.org/files/ENCFF064KQE/@@download/ENCFF064KQE.bigWig	hg19	
ENCFF533XOU	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF570RAM	108540348	ENCODE Processing Pipeline	c947501dbe55d73f972dc06752974fc2	https://www.encodeproject.org/files/ENCFF533XOU/@@download/ENCFF533XOU.bigWig	hg19	
ENCFF318YYH	bigWig	plus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF570RAM	115356141	ENCODE Processing Pipeline	00683198f0b7c5ca8eb0f2ac94606747	https://www.encodeproject.org/files/ENCFF318YYH/@@download/ENCFF318YYH.bigWig	hg19	
ENCFF282NYJ	bigWig	minus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF570RAM	111448339	ENCODE Processing Pipeline	7881490857cf730d4b3f3ed00e081e05	https://www.encodeproject.org/files/ENCFF282NYJ/@@download/ENCFF282NYJ.bigWig	hg19	
ENCFF846UPO	bigWig	minus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF062OOK	103607916	ENCODE Processing Pipeline	7e962b35932e5b4e6bdd5831623999cb	https://www.encodeproject.org/files/ENCFF846UPO/@@download/ENCFF846UPO.bigWig	hg19	
ENCFF260JOR	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF062OOK	107448930	ENCODE Processing Pipeline	241efd9bd49890960528592db48ea4d4	https://www.encodeproject.org/files/ENCFF260JOR/@@download/ENCFF260JOR.bigWig	hg19	
ENCFF731YPE	bigWig	plus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF062OOK	116320708	ENCODE Processing Pipeline	783a2780c48d02f66237fc32ee7da9e5	https://www.encodeproject.org/files/ENCFF731YPE/@@download/ENCFF731YPE.bigWig	hg19	
ENCFF102GUD	bigWig	minus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF062OOK	113311404	ENCODE Processing Pipeline	5a46009ed5336ed7ad589eb65fb0d727	https://www.encodeproject.org/files/ENCFF102GUD/@@download/ENCFF102GUD.bigWig	hg19	
ENCFF299JIJ	bigWig	minus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF721XKT	111880576	ENCODE Processing Pipeline	018ec7f54781191d3924c3cc48818071	https://www.encodeproject.org/files/ENCFF299JIJ/@@download/ENCFF299JIJ.bigWig	hg19	
ENCFF639TJC	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF721XKT	116864786	ENCODE Processing Pipeline	19362b1787176dceca85e01dea8c8a1c	https://www.encodeproject.org/files/ENCFF639TJC/@@download/ENCFF639TJC.bigWig	hg19	
ENCFF033QVW	bigWig	plus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF721XKT	126198336	ENCODE Processing Pipeline	4cb0965aaccb50c8038af05563025e93	https://www.encodeproject.org/files/ENCFF033QVW/@@download/ENCFF033QVW.bigWig	hg19	
ENCFF602JPF	bigWig	minus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF721XKT	122147329	ENCODE Processing Pipeline	a0e80c5301aff9d39e254569e46707e5	https://www.encodeproject.org/files/ENCFF602JPF/@@download/ENCFF602JPF.bigWig	hg19	
ENCFF590SJH	bigWig	minus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF820XCZ	95706151	ENCODE Processing Pipeline	17e8409a9a308a9be3b7d4bc46a061b5	https://www.encodeproject.org/files/ENCFF590SJH/@@download/ENCFF590SJH.bigWig	GRCh38	
ENCFF485AYR	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF360UBE	106936585	ENCODE Processing Pipeline	22e51e8cea9cc176336132a9cbc511eb	https://www.encodeproject.org/files/ENCFF485AYR/@@download/ENCFF485AYR.bigWig	GRCh38	
ENCFF369DLG	bigWig	minus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF820XCZ	100716874	ENCODE Processing Pipeline	1294b75f8cad7e98315c7d45ec476e04	https://www.encodeproject.org/files/ENCFF369DLG/@@download/ENCFF369DLG.bigWig	GRCh38	
ENCFF254MGU	bigWig	minus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF360UBE	102464922	ENCODE Processing Pipeline	01e6f378eed726ba4aa5686f7a1ad5af	https://www.encodeproject.org/files/ENCFF254MGU/@@download/ENCFF254MGU.bigWig	GRCh38	
ENCFF402ZNT	bigWig	plus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF820XCZ	103440679	ENCODE Processing Pipeline	3d47d5eb5d49b488dedd1dd860685e37	https://www.encodeproject.org/files/ENCFF402ZNT/@@download/ENCFF402ZNT.bigWig	GRCh38	
ENCFF172PGP	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF820XCZ	98954023	ENCODE Processing Pipeline	f259201784d670c97861bbbb7490811f	https://www.encodeproject.org/files/ENCFF172PGP/@@download/ENCFF172PGP.bigWig	GRCh38	
ENCFF886NRR	bigWig	minus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF360UBE	107906836	ENCODE Processing Pipeline	c7db41f97c182d450176b3b84873e313	https://www.encodeproject.org/files/ENCFF886NRR/@@download/ENCFF886NRR.bigWig	GRCh38	
ENCFF696BLH	bigWig	plus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF360UBE	111950420	ENCODE Processing Pipeline	bc4b69b32a22b7c96eb2b5caf2dec580	https://www.encodeproject.org/files/ENCFF696BLH/@@download/ENCFF696BLH.bigWig	GRCh38	
ENCFF053DOL	bigWig	minus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF904OHO	103743443	ENCODE Processing Pipeline	335f7e3374a2415164dd68c034f2b572	https://www.encodeproject.org/files/ENCFF053DOL/@@download/ENCFF053DOL.bigWig	GRCh38	
ENCFF219OGI	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF904OHO	107385563	ENCODE Processing Pipeline	f284b9621eeb59aa8023f008be7aef5e	https://www.encodeproject.org/files/ENCFF219OGI/@@download/ENCFF219OGI.bigWig	GRCh38	
ENCFF561DUI	bigWig	minus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF838JGD	123528464	ENCODE Processing Pipeline	2e0556a391b9676d72e8142b6c54de01	https://www.encodeproject.org/files/ENCFF561DUI/@@download/ENCFF561DUI.bigWig	GRCh38	
ENCFF451QXM	bigWig	plus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF838JGD	117339186	ENCODE Processing Pipeline	d014e93f65f03b1ec7c59be4e6b279df	https://www.encodeproject.org/files/ENCFF451QXM/@@download/ENCFF451QXM.bigWig	GRCh38	
ENCFF863QZZ	bigWig	minus strand signal of unique reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF838JGD	112373493	ENCODE Processing Pipeline	e5fd138f3934b47d18e2ec8b4364fb73	https://www.encodeproject.org/files/ENCFF863QZZ/@@download/ENCFF863QZZ.bigWig	GRCh38	
ENCFF846BDD	bigWig	plus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF904OHO	117396424	ENCODE Processing Pipeline	d1ed6e05c2e7f8acd911bbd25b8507e9	https://www.encodeproject.org/files/ENCFF846BDD/@@download/ENCFF846BDD.bigWig	GRCh38	
ENCFF613NID	bigWig	minus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	1	1					ENCFF904OHO	114400082	ENCODE Processing Pipeline	18636e49006c0a4c4f3cc6d463939954	https://www.encodeproject.org/files/ENCFF613NID/@@download/ENCFF613NID.bigWig	GRCh38	
ENCFF591UMC	bigWig	plus strand signal of all reads	ENCSR310FIS	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200	69 year	2	1					ENCFF838JGD	127923448	ENCODE Processing Pipeline	9deeff5abb26069042cd834f7c2ddf20	https://www.encodeproject.org/files/ENCFF591UMC/@@download/ENCFF591UMC.bigWig	GRCh38	
ENCFF000LMR	bigWig	raw minus strand signal	ENCSR000BZV	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA		see document	see document		2010-11-17	ENCODE		see document	>200	53 year	1	1						156632200	Yijun Ruan, GIS	170514a331d6b9941b6756d0ad01b9fa	https://www.encodeproject.org/files/ENCFF000LMR/@@download/ENCFF000LMR.bigWig	hg19	
ENCFF000LMS	bigWig	raw minus strand signal	ENCSR000BZV	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA		see document	see document		2010-11-17	ENCODE		see document	>200	53 year	2	1						80674376	Yijun Ruan, GIS	9ae05b262ed17d43e56fda06cc1334ef	https://www.encodeproject.org/files/ENCFF000LMS/@@download/ENCFF000LMS.bigWig	hg19	
ENCFF000LMT	bigWig	raw plus strand signal	ENCSR000BZV	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA		see document	see document		2010-11-17	ENCODE		see document	>200	53 year	1	1						160131901	Yijun Ruan, GIS	0e752e1b3df40d967c5578c6f5530206	https://www.encodeproject.org/files/ENCFF000LMT/@@download/ENCFF000LMT.bigWig	hg19	
ENCFF000LMV	bigWig	raw plus strand signal	ENCSR000BZV	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA		see document	see document		2010-11-17	ENCODE		see document	>200	53 year	2	1						88558784	Yijun Ruan, GIS	97df76e6ccec64e13e158a232e70a182	https://www.encodeproject.org/files/ENCFF000LMV/@@download/ENCFF000LMV.bigWig	hg19	
ENCFF000DWF	bigWig	raw minus strand signal	ENCSR637VLS	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	53 year	1	1						36659066	Barbara Wold, Caltech	b9e898b101d67c8ac44d2d0960c52b6b	https://www.encodeproject.org/files/ENCFF000DWF/@@download/ENCFF000DWF.bigWig	hg19	
ENCFF000DWG	bigWig	raw minus strand signal	ENCSR637VLS	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	53 year	2	1						36963537	Barbara Wold, Caltech	d9f06a4dc53c43733726bab9693b3be4	https://www.encodeproject.org/files/ENCFF000DWG/@@download/ENCFF000DWG.bigWig	hg19	
ENCFF000DWI	bigWig	raw plus strand signal	ENCSR637VLS	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	53 year	1	1						36176259	Barbara Wold, Caltech	d9183c7ed78ce951c620d1dec39d366e	https://www.encodeproject.org/files/ENCFF000DWI/@@download/ENCFF000DWI.bigWig	hg19	
ENCFF000DWJ	bigWig	raw plus strand signal	ENCSR637VLS	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	53 year	2	1						36264094	Barbara Wold, Caltech	429220fd702924f6a842eba80ba331cb	https://www.encodeproject.org/files/ENCFF000DWJ/@@download/ENCFF000DWJ.bigWig	hg19	
ENCFF000DPL	bigWig	raw minus strand signal	ENCSR329MHM	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	15 year	1	1						33289396	Barbara Wold, Caltech	7cdb8ca0da91f2b82cd42788e29d92f2	https://www.encodeproject.org/files/ENCFF000DPL/@@download/ENCFF000DPL.bigWig	hg19	
ENCFF000DPM	bigWig	raw minus strand signal	ENCSR329MHM	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	15 year	2	1						29346579	Barbara Wold, Caltech	aa58d67bab9fc717094a980de346ef69	https://www.encodeproject.org/files/ENCFF000DPM/@@download/ENCFF000DPM.bigWig	hg19	
ENCFF000DPN	bigWig	raw plus strand signal	ENCSR329MHM	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	15 year	1	1						33464715	Barbara Wold, Caltech	d47c42f3ee5fa83131902ea810f20235	https://www.encodeproject.org/files/ENCFF000DPN/@@download/ENCFF000DPN.bigWig	hg19	
ENCFF000DPO	bigWig	raw plus strand signal	ENCSR329MHM	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	15 year	2	1						29520475	Barbara Wold, Caltech	b9e0e8b271246106275fdb895ea3df62	https://www.encodeproject.org/files/ENCFF000DPO/@@download/ENCFF000DPO.bigWig	hg19	
ENCFF000DMX	bigWig	raw minus strand signal	ENCSR552EGO	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	31 year	1	1						24907819	Barbara Wold, Caltech	998532b3eb2e4915fc7bb305310dda9f	https://www.encodeproject.org/files/ENCFF000DMX/@@download/ENCFF000DMX.bigWig	hg19	
ENCFF000DMY	bigWig	raw minus strand signal	ENCSR552EGO	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	31 year	2	1						27660338	Barbara Wold, Caltech	1bb7aea844d7bcbbd1f232717fa9aeb0	https://www.encodeproject.org/files/ENCFF000DMY/@@download/ENCFF000DMY.bigWig	hg19	
ENCFF000DMZ	bigWig	raw plus strand signal	ENCSR552EGO	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	31 year	1	1						24976920	Barbara Wold, Caltech	7b73bba7bc3e3ed2a520b95293751089	https://www.encodeproject.org/files/ENCFF000DMZ/@@download/ENCFF000DMZ.bigWig	hg19	
ENCFF000DNA	bigWig	raw plus strand signal	ENCSR552EGO	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200	31 year	2	1						27635630	Barbara Wold, Caltech	8c68652122e00eb4507ee1f148072b58	https://www.encodeproject.org/files/ENCFF000DNA/@@download/ENCFF000DNA.bigWig	hg19	
ENCFF000DGD	bigWig	raw minus strand signal	ENCSR643QIZ	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200		1	1						30072191	Barbara Wold, Caltech	d84ab9fdb76a8796b9a9b990007dc86b	https://www.encodeproject.org/files/ENCFF000DGD/@@download/ENCFF000DGD.bigWig	hg19	
ENCFF000DGE	bigWig	raw minus strand signal	ENCSR643QIZ	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE			>200		2	1						43121537	Barbara Wold, Caltech	09dffde3daa4dd3138de4e3a689d4924	https://www.encodeproject.org/files/ENCFF000DGE/@@download/ENCFF000DGE.bigWig	hg19	
ENCFF000DGF	bigWig	raw plus strand signal	ENCSR643QIZ	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200		1	1						27213366	Barbara Wold, Caltech	f046924bcc462e7868950f5fb456a17c	https://www.encodeproject.org/files/ENCFF000DGF/@@download/ENCFF000DGF.bigWig	hg19	
ENCFF000DGG	bigWig	raw plus strand signal	ENCSR643QIZ	RNA-seq	EFO:0003042	H1-hESC	stem cell	embryonic	male	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE			>200		2	1						43518636	Barbara Wold, Caltech	5eca011ec0a4675e87273ac1bb85a5d4	https://www.encodeproject.org/files/ENCFF000DGG/@@download/ENCFF000DGG.bigWig	hg19	
ENCFF000CXM	bigWig	raw minus strand signal	ENCSR297UBP	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200		1	1						31658397	Barbara Wold, Caltech	f37fa3493066587a50b17ffc394d32d7	https://www.encodeproject.org/files/ENCFF000CXM/@@download/ENCFF000CXM.bigWig	hg19	
ENCFF000CXN	bigWig	raw minus strand signal	ENCSR297UBP	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200		2	1						41973017	Barbara Wold, Caltech	7bc4828239ea17d7150170af857a7753	https://www.encodeproject.org/files/ENCFF000CXN/@@download/ENCFF000CXN.bigWig	hg19	
ENCFF000CXO	bigWig	raw plus strand signal	ENCSR297UBP	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		see document	see document		2011-02-08	ENCODE		see document	>200		1	1						31522286	Barbara Wold, Caltech	4478fcc2b27bca503c7259de48a997da	https://www.encodeproject.org/files/ENCFF000CXO/@@download/ENCFF000CXO.bigWig	hg19	
